ID,Alloy formula,Alloy class,Cu,Al,Ag,B,Be,Ca,Co,Ce,Cr,Fe,Hf,La,Mg,Mn,Mo,Nb,Nd,Ni,P,Pb,Pr,Si,Sn,Ti,V,Zn,Zr,Tss (K),tss (h),CR reduction (%),Aging,Tag (K),tag (h),Secondary thermo-mechanical process,Hardness (HV),Yield strength (MPa),Ultimate tensile strength (MPa),Electrical conductivity (%IACS)
589,Cu-6Ni-1Si-0.5Al-0.15Mg-0.1Cr,Cu low alloyed,99.80393288492982,0.028269604604573968,0.0,0.0,1.3102868788526103,0,0.0,0.0,0.011017433442280278,0.0040028197230433426,0,0,0.0,0,0,0,0,3.592562223023592,0.002239126984561025,0,0,1.3608624378089689,0.0,0.0,0.00361873984608027,0.0014453407540037664,0.5,1214.133306003804,3.548999980218853,86.87935158135681,Y,781.7992113470011,7.454918572249085,N,,,,29.364498791557494
737,Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.64740188185594,0.5,0.0021823795656374786,0.0,0.0005791538247382342,0,0.0,0.0,0.12423484735045498,0.009841257122778396,0,0,0.08063230767254016,0,0,0,0,6.335463281185631,0.0015469416686478004,0,0,0.9308808619439422,0.0005664558374460474,0.06043664872335119,0.0,0.000647171524812104,0.007647977654352051,1259.40195318551,4.057986450928721,55.70773720819851,Y,694.163720729198,1.2919119395222523,Y,389.68887247805606,,,26.101856717083777
1762,Cu-2.8Ni-0.7Si-0.086V,Cu-Ni-Si alloys,92.25810168243464,0.018950973789311713,0.0,0.0,0.0,0,0.0,0.0,0.12343033165531517,0.0023422221137372086,0,0,0.09129204180754527,0,0,0,0,1.9098186562701063,0.04988215907546456,0,0,0.9689761296603554,0.0,0.032332515605790486,0.0010380887320787125,0.005149683612678557,0.006337274388924364,1258.298349924883,1.8935014418082041,4.111539973217101,Y,767.243496601372,2.4604484759366176,N,259.57072535595586,562.2952239044545,,41.389430031969866
942,Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.32702330846598,0.5,0.0019252746416188568,0.0002315620545475669,0.019892205674514028,0,0.0006600173996483237,0.0,0.11341053187341493,0.008614394156965743,0,0,0.10798995679272229,0,0,0,0,3.859472982084616,0.0015205411538858522,0,0,0.9520811521682195,9.047128489568804e-05,0.05918387536465832,0.0,0.0,0.0,1260.2633819629973,4.170811307560348,50.46650319813195,Y,819.6780865043193,0.4946042905497696,N,315.19503201925767,,,38.477094105357715
72,Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.62033660554232,0.5,0.0,0.0,0.009601679503369733,0,0.0016152776918268242,0.0,0.10694718579653206,0.013835746854283987,0,0,0.07962894587850888,0,0,0,0,6.10278225908846,0.0,0,0,0.9364314225919876,0.0006782615697335697,0.0,0.0,0.0003668962268234495,9.223617548060395e-05,1264.2635994302511,4.156676132396638,54.23835347972508,Y,811.2735222426901,4.552097659893331,Y,412.1319522883203,,,36.30353226520244
1408,Cu-2Ni-0.5Si,Cu-Ti alloys,96.99099957005949,0.023787382205249303,0.0016943173515460907,0.0016652155560119358,0.019847389109738777,0,0.0,0.0,0.013037811615559277,0.008239682097734796,0,0,0.0,0,0,0,0,4.210449993668162,0.0004485516718452126,0,0,0.5440161953862639,0.0,3.211960889522996,0.0,0.0,0.007108372252966064,1267.835734494229,1.0597639100509695,93.4,Y,656.2050761017616,3.662260092467693,,233.3609194696325,,,33.91884293918017
260,Cu-2.4Ni-0.6Si,Cu low alloyed,98.45976964689599,0.0,0.0,0.0006335996197266386,0.006875577135064241,0,0.0,0.0,0.01415110814850526,0.0037729093301496638,0,0,0.0,0,0,0,0,0.7623565932882287,0.0014354262280801917,0,0,0.05180719237117457,0.0002041522333396701,0.0,0.0,0.002330737429435344,0.007172888322433548,1188.5848239564216,2.5086647140863834,6.090598189034179,Y,767.164376503118,1.9569213566201422,N,222.2600657613752,,,40.564880971815406
52,Cu-0.39Cr-0.15Zr-0.12Ni-0.03Si,Cu-Ni-Si alloys,94.5623171803979,0.023797146596550488,0.0,0.00046527190932102783,0.0148446495492385,0,1.9026424016409038,0.05444460311937702,0.003871777553128326,0.0,0,0,0.14041350541115327,0,0,0,0,0.18295761689073192,0.0,0,0,1.1431112151592129,0.0009378436725862127,6.18,0.0010294848722211397,0.0035390872601603457,0.004603628880553356,1156.9778083545104,1.9789221967538642,57.96848825859285,Y,723.5460676737417,0.7735863158779233,N,64.23149493174722,,756.8809364756994,48.47628506034123
199,Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.20074163853097,0.015353498291233869,0.0001961827805175887,0.0,0.0031273568906591085,0,0.005535175752597548,0.0,0.0,0.0,0,0,0.0,0,0,0,0,5.253722353038803,3.896046520211225e-05,0,0,0.9922654155953798,0.00041076939178368455,0.06412514993194111,0.0022164936886733123,0.00040542394905173675,0.005970481747439565,1251.7051185974012,4.086468137720685,0.0,Y,941.9526778742459,1.1878457010392895,N,113.58957222781498,571.064333304635,,61.91412026621903
1789,Cu-4.5Ni-1Si-1.2Co-0.15Mg,Cu-Ni-Si alloys,92.44799045440392,0.0013505071671943796,0.1,0.0,0.013612963927172764,0,1.1968604314810494,0.0,0.0009559505519286109,1.0997679535678562,0,0,0.0,0,0,0,0,0.6926960244510799,0.0,0,0,0.253779675745073,0.002572229856403253,0.029429109804342008,0.0008297152138440945,0.0,0.317194224747704,1323.0,1.258167402173186,0.0,Y,767.7669908023191,0.0,N,130.88263044823998,,,47.834739814872606
651,Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.02265661813269,0.5,0.0,0.0,0.02172626192164274,0,0.0,0.0,0.12287733657158953,0.0,0,0,0.10140294176113318,0,0,0,0,6.447457560285947,0.0019501887543692169,0,0,0.9149250930426848,0.001546529496401506,0.0285184260345457,0.0025000616970580107,0.0,0.0,1253.584211776924,3.806444469766306,49.1018982956399,Y,763.3173244757485,9.925104378458146,Y,182.0439042982224,,,16.515536825694006
333,Cu-4.5Ni-1Si-1.2Co-0.15Mg,Cu-Ni-Si alloys,99.35451491444412,0.0,0.0,0.0,0.01398870988358341,0,0.0,0.0,0.49711778120026795,0.008322727165741887,0,0,0.00035278594523806354,0,0,0,0,0.29236912269613635,0.00047691381749602707,0,0,0.09031380630508123,0.0005554628720584255,0.03363022834747512,0.0006403630593160292,0.004136004697134252,0.0012188561579703763,1292.6284733956006,3.96805129693133,1.592437845359849,Y,739.1930147759828,11.967414161977201,N,184.49402917613048,,,37.71553493816556
1360,Cu-3.2Ni-0.47Si,Cu-Be alloys,99.29333768395598,0.006569693283792962,0.0006201558800982962,0.0003714808556093471,0.0,0,0.0,0.021885466174621282,0.020014467937580858,0.0008511969359740781,0,0,0.0,0,0,0,0,4.37435443208635,0.0010949050251109222,0,0,0.6568579942522529,0.0,0.0,0.00027495210869544817,0.0009025970212030772,0.008112138934489543,1252.8701647423618,2.297035563083658,0.0,N,682.716310304138,28.774559134688694,N,89.8644179382517,,,21.806097720061103
594,Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,95.47097527190243,0.015436053536311731,0.0,0.002418834852777188,0.0,0,0.0027741714430175287,0.0,0.016345364874789426,0.008583085757905336,0,0,0.0,0,0,0,0,0.546547808470705,0.05,0,0,0.08781447761354688,0.0,0.07571066907639286,0.0,0.0,0.20095926551154503,1321.468949785142,0.9817103008209973,3.7822352070676706,Y,722.5688109337061,2.369217059188639,N,163.87522641896624,,,20.12600133278658
1392,Cu-0.28Cr-0.19Mg,Cu low alloyed,98.73093894112439,0.0052239495466157825,0.0015287236696075648,0.0,0.0,0,0.0,0.0,0.014012929155063568,0.0,0,0,0.0,0,0,0,0,3.63401083405241,0.0017857304730972538,0,0,0.14201383300549036,0.0007868244712959082,0.0,0.0014879250370324222,0.0021035357047579483,0.12454066334525755,1231.4694715864036,2.0040729954903553,42.308944039247365,Y,689.6251762290127,0.9635974002145046,N,213.43438595861994,,,68.98450529750816
1801,Cu-1.5Ni-0.3Si-0.03P-0.05Mg,Cu-Ni-Si alloys,99.84,0.004409414854289851,0.001866673010976002,0.0,0.0,0,0.0,0.0,0.5297694827351883,0.0026542219396185596,0,0,0.010105701442183871,0,0,0,0,6.177016173645793,0.0025773177088963374,0,0,0.9851538845377986,0.0,0.028979904717174494,0.0,0.0,0.0,1170.9923670595556,1.6147269540958615,93.4,Y,696.4206923478556,4.311125362708288,N,373.2782282064312,,,46.21037535079803
1315,Cu-4.5Ni-1Si-1.2Co-0.15Mg,Cu-Ni-Si alloys,94.2840987135844,0.0,0.0,0.0,0.01998325766018391,0,0.0,0.002244680643966006,0.10940664049782398,0.0030926229040162652,0,0,0.1027833124339527,0,0,0,0,3.0483817551446046,0.0006950710547395787,0,0,1.0602680225588508,0.0009466854532353463,0.6439783474528908,0.0,0.19616151337690008,0.0,1227.1199560789807,2.023760874915939,70.3665237926351,Y,653.9167522151075,7.711198874014123,N,251.02454498128927,,,43.46340822755896
1112,Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.18436252752868,0.0,0.00018691541424524673,0.0,0.010982817425134071,0,0.0,0.0,0.4431217946701943,0.0047641332238783935,0,0,0.0,0,0,0,0,0.0,0.002640973564287679,0,0,1.0196575137614021,0.002742392432119369,0.0705612989811245,0.0013048326825216188,0.00274304242159867,0.0,1185.4075408190984,0.9232689172269728,0.0,Y,562.810524631922,0.0,N,367.15742369084444,,,44.73558488061545
1007,Cu-6Ni-1.43Si,Cu-Ni-Si alloys,92.05901761128362,0.016772001029191196,0.0,0.00021408424195904196,0.011647590748106292,0,0.0,0.0,0.018361935951367318,0.0,0,0,0.011960282797715905,0,0,0,0,2.6202958055833245,0.0009718305865769863,0,0,0.07715087195170489,0.0,0.0,0.00224820859046635,0.0,0.006272007583489651,1257.1057042951766,1.1205286241916959,93.4,Y,694.3809611307487,0.0,N,220.2078152562662,,,51.41677386854928
1327,Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,91.9606341615042,0.5,0.0014776994954590233,0.0,0.011623918081838092,0,0.029277446546514017,0.0,0.11192032108019807,0.0003139870625581582,0,0,0.1039516491277359,0,0,0,0,5.9537294506140706,0.003569345763017071,0,0,0.9587481469787087,0.00262260234539917,0.05541898916755106,0.0031902161069415143,0.0014966547509595311,0.002851592157281974,1261.267607679296,4.242468933931791,51.04122067903782,Y,831.8931144389215,2.29691215489879,Y,328.5614313453653,564.8897404755545,,39.5505582267898
427,Cu-2.5Ni-2.5Si,Cu low alloyed,98.12916725388648,0.02373746759443803,0.0,0.0,0.0,0,0.0,0.0,0.004497957973625975,0.0030422936481478446,0,0,0.00394686626516783,0,0,0,0,0.5171937193838719,0.0018293905902807888,0,0,0.0,0.0009884298126550085,0.06659590418292066,0.0,0.003289384939649077,0.0002571615108961709,1227.111341469316,1.2354079064253587,2.476168577836922,Y,970.7270089412741,2.0826757414670927,N,231.02188517829083,,,31.918258769102138
1559,Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,94.1019545775395,0.013010174686662853,0.002196607741998872,0.0,0.0,0,0.021735670728568492,0.0,0.0,0.0,0,0,0.012796762853244442,0,0,0,0,6.168135470230221,0.0011002905940993904,0,0,0.5309585116380309,0.00024468434083606077,0.0,0.0,0.0,0.00013586738239397048,1263.788868937783,0.8706666077953348,0.7634715336512359,Y,785.6935174592388,1.1115384547017886,N,111.71322377210431,,,44.162278821347655
1294,Cu-1.5Ni-0.8Si,Cu low alloyed,95.95118455840124,0.014845664037005902,0.003007244822963697,0.0,0.0,0,0.0,0.0,0.017274060711149,5.545040619679257e-05,0,0,0.0,0,0,0,0,2.726796969258828,0.03974411798262062,0,0,0.0,0.0032863770354311624,0.0,0.0,0.0019172029035346247,0.006864002852175707,1226.8881056942798,1.2592119702957165,5.476337524978755,Y,773.7595131457462,8.29466629156163,,206.32293385473452,,,65.68281529513928
591,Cu-3.2Ni-0.40Si,Cu-Ni-Si alloys,94.30004920042919,0.027467067391654727,0.0,0.003092402902059242,0.0,0,0.0,0.0,0.2680270921601339,0.009100980419686287,0,0,1.4337608296352167,0,0,0,0,1.2202138379831562,0.0,0,0,0.9711700978738677,0.0,0.06726846637735537,0.0015791601087800117,0.0,0.0,973.7138455358952,1.0888457243897993,4.310082140628774,Y,674.9610478782422,12.48288149375697,N,294.57343429994864,,,18.934976423320943
1958,Cu-0.1Ag0.3Cr,Cu-Be alloys,99.16379831220632,0.007218594324626155,0.0,0.0,0.01249860855226894,0,0.0,0.0,0.023465099093673773,0.0037348914753408294,0,0,0.0,0,0,0,0,0.09930086985173661,0.003380972039097854,0,0,1.009341534107755,0.001371257856931481,0.0,0.0008485935005347075,2.2988182951553532e-05,0.0035656994744954116,1183.4438330272233,1.8582813995362726,3.4224009221568603,N,773.4675832918089,2.7239484700846233,N,191.76824007138435,,,3.0
1977,Cu-1.5Ti,Cu-Ni-Si alloys,97.38535632290532,0.02522652761544537,0.0,0.0,0.0019336367035180126,0,0.01165847673509679,0.0,0.010311975090424447,0.003950916812085224,0,0,0.0,0,0,0,0,2.836583660141607,0.003331418196195876,0,0,0.0,0.0007846929773225752,0.0,0.00083815931859392,0.0,0.0046337960550751475,1175.7105107955272,2.646049945770703,2.9012974144179795,N,824.9173147621151,0.4124463802051198,N,335.66521384523423,,,6.666174538271655
1133,Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.47915373275431,0.5,0.0,0.0,0.0,0,0.0,0.0,0.11026030169024892,0.0034367890198318315,0,0,0.07660857523003617,0,0,0,0,6.12260841638315,9.870455233454523e-05,0,0,0.9513158429494979,0.0,0.059714912396613515,0.0033263169528577603,0.0,0.006132723660576407,1264.2417742469363,4.34671600066263,55.3911491591955,Y,731.13859127815,3.00967030452156,Y,191.78284619766276,,,45.113384597342105
986,Cu-3.2Ni-0.7Si-0.3Zn,Cu-Ni-Si alloys,98.3289454915415,0.0,0.0,0.0,1.565601943684661,0,0.8623452051387615,0.0006510100283937719,0.0,0.0,0,0,0.007967005869561599,0,0,0,0,2.1381700703018356,0.0009844080685825559,0,0,0.14400964228618635,0.00039072591736533915,0.0,0.0,0.0,0.2652209525459356,1083.1816480881023,2.4291408195160313,86.3106685171891,Y,771.3578820454483,25.295336263444412,N,202.5085091427007,,,5.867287786652454
399,Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,98.54828777002483,0.020858418093583,0.0016461696300471799,0.0004913520705199723,0.0,0,0.009614357930875644,0.0,0.4222065432713672,0.008047369849880349,0,0,0.08281976981662248,0,0,0,0,0.0,0.0008457542368812107,0,0,0.9709128471000841,0.0,0.050037274088417155,0.0009935403012868514,0.0,0.0037927843905048216,1323.0,1.0942551197994062,79.34974790264837,Y,769.6105533602879,3.1910357020445392,N,224.43808160909595,,,44.66637061138764
1512,Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.1304714724457,0.4739218637280928,0.0,0.0,0.017755717303212057,0,0.0,0.0,0.12425934439801448,0.009083138136644504,0,0,0.11813586481714837,0,0,0,0,6.1389369409365715,0.002503415995716899,0,0,0.9236705245712691,0.0,0.007756071550699206,0.0002832891847458785,0.0,0.0021263457951548005,1253.7025657233069,4.249185991951825,84.17495557520665,Y,785.179580410664,9.139999641329814,N,407.23579477549197,572.1803453245907,,54.53363283661042
437,Cu-3.2Ti,Cu-Ni-Si alloys,96.55916245712191,0.028159968520988198,0.0020536194186270445,0.0,0.0,0,0.0,0.0,0.022333909287528687,0.0,0,0,0.0,0,0,0,0,0.0,0.003432278263015493,0,0,0.0919418947398889,0.0026282389209890218,3.9662472620393827,0.0,0.00090143675309557,0.003710541568011181,1180.0327294883298,1.1553429946969507,5.03717488516188,Y,762.2455607790956,,N,,,,36.3602612114969
193,Cu-3.2Ni-0.7Si-0.3Zn,Cu-Ni-Si alloys,91.84526025659471,0.010192006879850014,0.0,0.0015800609083527946,0.004936266855400249,0,0.008186370257871204,0.0,0.10390298228469384,0.0,0,0,0.015361789759181281,0,0,0,0,6.394423907239534,0.0,0,0,0.9746577805603914,0.0,0.0,0.002212359360434836,0.0,0.0014481725458275348,1249.8028172092856,4.218595294846627,4.954948989087226,Y,722.4352514450056,0.0,N,166.2642519064736,,,24.749731254928218
1436,Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.52861493496626,0.5,0.0,0.0,0.005119561243754914,0,0.7963751571005615,0.0,0.11212615365315029,0.010548413696741065,0,0,0.09327125267037174,0,0,0,0,6.19293799297368,0.0,0,0,0.9575515072973313,0.0014651158330366623,0.0,0.0,0.0,0.0010285749375688533,1261.3058472332668,4.2533821012062,51.191648470304855,Y,848.1580394355199,2.3892056142526488,N,335.6073029770368,,,17.24213022768743
615,Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,95.60041797367617,0.5,0.0,0.0,0.0009799168258498876,0,0.0,0.0,0.10969720604563854,0.0,0,0,0.14557317583757126,0,0,0,0,6.1243487042196625,0.0033872877013132554,0,0,0.9731852176653776,0.001645854858018868,0.0064546710149267035,0.0,0.0,0.007409292656784515,1323.0,3.829932901807298,49.02719914371393,Y,654.865837441753,1.7323273098604337,N,57.0,,683.9120751612221,37.81008513007934
1494,Cu-3.44Ni-0.86Si,Cu-Ni-Si alloys,97.97100096885445,0.030232438374091116,0.003286322266274484,0.0,0.0,0,0.009150702486776798,0.0,0.4108124141880088,0.0,0,0,0.0,0,0,0,0,0.0849103262727488,0.0006197276548526854,0,0,0.49605660660035755,0.0,0.0,0.0,0.0,0.2245517488450823,1221.7249636488073,1.322243558958849,2.701380306485134,N,782.231951476202,2.5184856254094847,N,230.13891287308508,,,29.175017544909732
577,Cu-0.28Cr-0.19Mg,Cu-Ni-Si alloys,97.03282046607265,0.0,0.0008464145662419475,0.0,0.003183296069613251,0,0.0,0.0,0.02420306450696256,0.0,0,0,0.0,0,0,0,0,3.2409239929231135,0.0,0,0,0.06744224457798423,0.0,0.0026847042152147883,0.003188739242213419,0.0,0.00847779760140449,1179.4660752496845,4.301349936779807,49.82201022978684,Y,673.586870153061,1.1188785659126257,N,233.6899419637074,736.3392110523827,,29.42118411789659
987,Cu-2.8Ni-0.7Si-0.086V,Cu low alloyed,99.0713759646698,0.26422887242810356,9.447902778959189e-05,0.0,0.0,0,0.0,0.0,0.43552542228201885,0.0051303977260839795,0,0,0.0,0,0,0,0,0.009072716010064999,0.0018484715499044499,0,0,0.2971265229698653,0.0,0.005323426720584733,0.0015091628140813573,0.001565222770448614,0.005845589554104515,1177.9683206064396,1.55844037917567,0.0,Y,768.4545920733727,4.748120622457265,Y,306.6233651637822,,,38.69419193931847
1433,Cu-2.8Ni-0.6Si,Cu-Ni-Si alloys,96.9790100108432,0.0011070593599128318,0.0016878557942548492,0.0,0.0,0,0.9290263560282239,0.0,0.019562671325394753,0.013948562582745738,0,0,0.0,0,0,0,0,2.7796126955209974,0.05,0,0,1.087329427383598,0.0,0.04271728793189435,0.00012853316265555776,0.0,0.006179632549883484,1263.6919976471388,0.9675460530296098,5.266628219200341,Y,807.2049680920704,7.545748250994869,N,227.71979095396998,,,58.10903951359103
707,Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,93.42893708600698,0.0041954013272733955,0.0024882166829003948,0.0012165603531823198,0.0,0,0.0,0.0,0.013879865312688153,0.0,0,0,0.0,0,0,0,0,3.8290844205607875,0.0,0,0,0.0,0.0007407638209028861,0.0,0.0003751377673234056,0.0013895765091347448,0.0011810953496833039,1257.9097830456972,0.7999168221828827,0.0,N,771.1737688869342,3.3244532340540376,N,,,,35.06293926816254
1259,Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.5104279362831,0.5,0.0,0.0,0.0003034279533443122,0,0.006269870926192481,0.0,0.09240921866717096,0.006834316772146996,0,0,0.11713580986428022,0,0,0,0,6.348723006529407,0.0026169278868828617,0,0,0.955510743892959,0.0015824098330809405,0.009052858522485774,0.0,0.0,0.0015091441122949128,1259.2257996760072,4.250408255323382,49.81135255032682,Y,929.5430196769055,3.8870106310604227,Y,290.26491659852763,,,44.8161925158381
142,Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.19742013221044,0.4975627668764976,0.0,0.0,0.0,0,1.410899241628477,0.0,0.262346403448963,0.0,0,0,0.1566872817844198,0,0,0,0,6.432833784656208,0.0,0,0,0.4275198182297688,1.565348098719378e-06,0.025799871160971575,0.0007227883558678229,0.0,0.007152440454242309,1220.488985654566,6.290243381094038,0.0,Y,767.6456228322357,0.0,N,188.4527101448627,,692.5640617884534,54.87934066721611
1358,Cu-0.22Fe-0.06P,Cu-Ni-Si alloys,99.84,0.013663914969863432,0.0,0.0032751655382553865,0.0,0,0.024934162171523402,0.0,0.5670358420119477,0.005737582306245908,0,0,0.0008329942714188259,0,0,0,0,0.3371854198687169,0.021829135655553507,0,0,0.811370341285668,0.0,0.07224798394752012,0.002547945943196726,0.0,0.006945841548654731,1289.8131847453924,0.8360372069340836,72.98241886331233,Y,655.8544424322969,3.4688299054374943,N,278.9121715636212,,,34.51349982132033
3,Cu-2Ni-0.5Si-0.15Zr,Cu-Ni-Si alloys,98.72918593987727,0.0,0.0,0.0,0.011381107337962191,0,0.8197872489949933,0.0,0.0,0.006126986259783474,0,0,0.0025424326879815,0,0,0,0,0.14623442173764628,0.0003250665114739977,0,0,0.14952571648481466,0.0016029962145035262,0.0,0.003192149715002734,0.0008610474597249997,0.1515668555501748,1226.5042296768945,0.8558086553060138,6.1194647985217845,Y,768.6208622553705,3.811513800722146,N,238.54390282270214,,349.8469130853578,19.56880637175874
1222,Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,91.83940322028798,0.019313559344586454,0.0,0.0,0.011168812625727489,0,0.0,0.0,1.0,0.0,0,0,0.1419526207645355,0,0,0,0,4.543655659404204,0.0,0,0,0.6708079981750308,0.0,0.0,0.0011449677882800398,0.0,0.003343547317593248,1222.5915264338998,1.4574861015306564,1.5435840830088874,Y,761.2427619665575,4.041403307200088,N,200.96872916701608,,,34.72320952598494
